index,budget,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,success_level,success,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,total_votes,total_stars,avg_stars
5420,0,10859,tt0094025,en,Stakeout,8.376319,1987-08-05 00:00:00,0,116,Stakeout,6.3,116,0,t,39,104,88,288,239,534,316,287,58,52,2005,5806,2.8957605985037405
5421,0,32825,tt0055623,en,Wild in the Country,0.994694,1961-06-15 00:00:00,0,114,Wild in the Country,6.8,6,0,t,8,10,10,44,61,215,198,327,99,96,1068,3841,3.596441947565543
5422,17000000,10725,tt0083336,en,Wolfen,2.522474,1981-07-24 00:00:00,10626725,115,Wolfen,6,57,34000000,f,4,10,5,21,15,74,31,72,15,13,260,850,3.269230769230769
5423,40000000,9544,tt0295254,en,FearDotCom,5.160215,2002-08-09 00:00:00,18902015,101,FearDotCom,3.2,106,80000000,f,6,11,3,23,24,63,38,58,18,12,256,819.5,3.201171875
5424,0,23967,tt0187512,en,Slap Her... She's French,2.245356,2002-06-13 00:00:00,0,92,Slap Her... She's French,5.5,17,0,t,6,23,17,36,11,25,9,16,1,2,146,336,2.3013698630136985
5425,0,57351,tt0235553,en,Love and a Bullet,0.210241,2002-08-30 00:00:00,0,85,Love and a Bullet,3,4,0,t,2,6,,10,13,31,41,50,20,15,,,
5426,4800000,26165,tt0270480,es,Juana la loca,1.059641,2001-09-28 00:00:00,0,115,Mad Love,5.2,6,9600000,f,3,3,,4,6,21,13,19,7,5,,,
5427,0,31514,tt0022599,fr,À Nous la Liberté,1.209032,1931-12-18 00:00:00,0,104,À Nous la Liberté,7.4,16,0,t,2,24,11,39,16,65,27,34,2,5,225,619,2.7511111111111113
5428,0,13571,tt0103125,en,True Colors,1.514134,1991-03-15 00:00:00,0,111,True Colors,6.5,15,0,t,22,49,28,67,27,88,30,37,3,14,365,904,2.4767123287671233
5429,0,26056,tt0275688,en,Snipes,2.0769,2001-09-13 00:00:00,70569,113,Snipes,7.5,2,0,t,1,2,,9,8,23,6,8,3,2,,,
5430,40000000,13536,tt0269095,en,City By The Sea,3.903016,2002-09-06 00:00:00,22433915,108,City By The Sea,5.7,92,80000000,f,2,1,2,5,2,2,6,9,,4,,,
5431,8500000,20616,tt0283026,en,Swimfan,8.421411,2002-09-06 00:00:00,34411240,84,Swimfan,5,71,17000000,t,2,8,2,19,14,60,14,28,4,6,157,474,3.0191082802547773
5432,0,96218,tt0219756,en,Heartbreak Hospital,0.0026,2002-09-06 00:00:00,0,91,Heartbreak Hospital,0,0,0,t,3,12,3,21,,9,6,3,,,,,
5433,0,79319,tt0084133,en,Incubus,1.011264,1982-08-27 00:00:00,0,93,The Incubus,5.5,13,0,t,7,21,14,78,63,156,55,70,9,9,482,1385,2.8734439834024896
5434,0,16806,tt0087507,en,Johnny Dangerously,4.063135,1984-12-21 00:00:00,0,90,Johnny Dangerously,6.3,67,0,t,3,3,2,13,8,71,76,142,36,56,410,1542.5,3.7621951219512195
5435,90000,15516,tt0068833,en,The Last House on the Left,9.640939,1972-08-30 00:00:00,0,84,The Last House on the Left,6,142,180000,f,4,7,1,5,15,41,39,108,31,18,269,979,3.6394052044609664
5436,0,9299,tt0117883,es,Tesis,7.110912,1996-04-11 00:00:00,2647055,125,Thesis,7.2,165,0,t,3,2,2,12,5,16,11,36,9,12,108,374,3.462962962962963
6685,1000000,38135,tt0163745,en,The Debut,0.212418,2000-05-18 00:00:00,0,88,The Debut,5.3,4,2000000,f,10,4,9,10,5,4,9,2,,,,,
5437,0,113369,tt0294431,fr,Le cas Pinochet,0.10064,2001-10-10 00:00:00,0,110,The Pinochet Case,8,2,0,t,,4,6,35,30,135,59,90,5,15,,,
5438,12000000,10611,tt0303714,en,Barbershop,6.498789,2002-04-01 00:00:00,75781642,102,Barbershop,6.2,139,24000000,t,16,65,43,159,112,225,88,90,12,16,826,2212.5,2.6785714285714284
5439,0,12770,tt0265808,en,Stealing Harvard,7.272325,2002-09-13 00:00:00,0,85,Stealing Harvard,4.4,46,0,t,5,14,3,41,17,53,19,27,4,8,191,537,2.81151832460733
5440,21000000,4108,tt0293662,en,The Transporter,13.217421,2002-10-02 00:00:00,43928932,92,The Transporter,6.6,1724,42000000,t,6,10,1,21,15,63,75,143,42,48,424,1546.5,3.6474056603773586
5441,0,55903,tt0269329,fr,Betty Fisher et autres histoires,0.159662,2001-09-01 00:00:00,0,103,Betty Fisher and Other Stories,7,3,0,t,1,2,2,12,4,12,,1,,,,,
5442,0,46466,tt0177746,en,Les Enfants du Siècle,2.522402,1999-09-13 00:00:00,0,135,The Children of the Century,6.6,8,0,t,16,62,25,117,55,99,16,25,3,4,422,965.5,2.287914691943128
5443,9000000,9685,tt0280760,en,Igby Goes Down,5.536107,2002-09-13 00:00:00,4777465,97,Igby Goes Down,6.5,95,18000000,f,42,55,26,50,23,46,19,13,,1,,,
5444,0,87481,tt0298238,zh,昨天,0.214632,2001-09-07 00:00:00,0,114,Quitting,7.2,5,0,t,111,148,117,327,440,1225,1144,1678,609,692,6491,22724.5,3.5009243568017254
5445,0,16370,tt0106315,en,Aspen Extreme,0.796778,1993-01-22 00:00:00,8041049,113,Aspen Extreme,5.3,12,0,t,184,325,301,1005,1545,4954,6365,9884,3956,2690,31209,114668.5,3.6742125668877565
5446,0,18913,tt0099128,en,Betsy's Wedding,7.772822,1990-06-22 00:00:00,19740070,94,Betsy's Wedding,5,11,0,t,23,18,14,65,95,286,471,884,445,318,2619,10053,3.838487972508591
5447,24000000,14361,tt0103924,en,Captain Ron,5.429614,1992-09-18 00:00:00,22518097,100,Captain Ron,5.6,90,48000000,f,3,2,3,30,24,123,77,179,19,33,493,1733,3.5152129817444218
5448,0,41021,tt0032390,en,The Devil Bat,0.720269,1940-12-13 00:00:00,0,68,The Devil Bat,5.7,20,0,t,21,28,8,33,32,51,24,10,4,6,217,521.5,2.403225806451613
5449,0,18943,tt0099512,en,Ernest Goes to Jail,2.30623,1990-04-06 00:00:00,0,81,Ernest Goes to Jail,5.1,33,0,t,166,264,224,540,545,1069,628,631,138,120,4325,12275.5,2.8382658959537572
5450,0,32685,tt0101821,en,Ernest Scared Stupid,4.197955,1991-10-11 00:00:00,0,91,Ernest Scared Stupid,5.9,49,0,t,5,11,10,39,32,163,85,229,29,56,659,2299.5,3.48937784522003
5451,0,64079,tt0064397,en,The Gypsy Moths,1.456925,1969-08-29 00:00:00,0,107,The Gypsy Moths,5.9,9,0,t,16,29,13,58,45,122,72,99,19,32,505,1544.5,3.0584158415841585
5452,700000,18477,tt0089274,en,The Hills Have Eyes Part II,3.09433,1984-06-01 00:00:00,0,86,The Hills Have Eyes Part II,4.3,33,1400000,f,292,466,271,554,245,310,143,107,30,26,2444,4862.5,1.9895662847790507
5453,230000,12262,tt0077681,en,The Hills Have Eyes,4.788002,1977-07-22 00:00:00,25000000,89,The Hills Have Eyes,6.1,145,460000,t,,3,2,15,13,75,35,64,15,19,,,
5454,0,33506,tt0107212,en,Indian Summer,2.406006,1993-04-23 00:00:00,0,97,Indian Summer,6.8,16,0,t,10,37,18,84,65,95,29,27,2,8,375,943,2.514666666666667
5455,0,29515,tt0070350,en,The Mack,1.392731,1973-04-04 00:00:00,0,110,The Mack,7.2,20,0,t,,3,5,16,9,29,7,16,3,3,,,
5456,0,41582,tt0110557,en,Monkey Trouble,2.804503,1994-03-18 00:00:00,16453258,96,Monkey Trouble,5.8,41,0,t,15,36,14,48,26,41,11,14,2,,,,
5457,0,50382,tt0091544,en,Monster in the Closet,2.398954,1986-05-15 00:00:00,0,90,Monster in the Closet,4.8,23,0,t,2,3,,6,4,31,11,18,2,2,,,
5458,0,42633,tt0063356,en,No Way to Treat a Lady,0.7583,1968-03-20 00:00:00,0,108,No Way to Treat a Lady,6.3,12,0,t,35,63,39,92,55,104,29,39,9,6,471,1100.5,2.3365180467091293
5459,200000,26680,tt0076704,en,Shock Waves,6.649791,1977-07-15 00:00:00,0,85,Shock Waves,5.3,29,400000,f,320,566,581,1626,1742,3529,2340,2113,508,479,13804,41114.5,2.978448275862069
5460,3000000,34086,tt0100666,en,Spaced Invaders,2.428279,1990-04-27 00:00:00,15369573,100,Spaced Invaders,4.8,27,6000000,t,44,67,15,73,38,146,83,105,20,33,624,1756,2.8141025641025643
5461,0,11504,tt0103003,en,Suburban Commando,4.409121,1991-10-04 00:00:00,0,88,Suburban Commando,4.6,45,0,t,1,,4,9,8,21,19,30,17,17,,,
5462,0,23470,tt0108258,en,Surf Ninjas,2.556077,1993-09-20 00:00:00,4916135,87,Surf Ninjas,4.4,31,0,t,34,64,26,83,30,97,43,31,3,12,423,1000,2.3640661938534278
5463,0,977,tt0022458,en,Tabu,2.211623,1931-03-18 00:00:00,0,84,Tabu,7.4,35,0,t,78,147,146,433,452,997,620,620,138,101,3732,11168,2.992497320471597
5464,0,233,tt0080117,en,The Wanderers,3.386374,1979-07-13 00:00:00,23000000,117,The Wanderers,7.2,55,0,t,42,68,90,352,484,1610,2093,3253,1311,778,10081,37095,3.6796944747544886
5465,0,19049,tt0039111,en,The Yearling,2.123277,1946-12-18 00:00:00,0,128,The Yearling,6.9,21,0,t,6,3,3,13,9,11,23,30,27,17,142,499,3.5140845070422535
5466,0,5506,tt0048281,en,The Ladykillers,12.509812,1955-12-08 00:00:00,0,91,The Ladykillers,7.3,104,0,t,1,8,3,13,13,51,24,65,7,9,194,645,3.3247422680412373
5467,0,32961,tt0044829,en,The Lavender Hill Mob,4.546546,1951-06-21 00:00:00,0,81,The Lavender Hill Mob,7.3,60,0,t,1,6,2,7,1,15,4,11,1,3,51,148.5,2.911764705882353
5468,0,32568,tt0044876,en,The Man in the White Suit,3.579001,1951-08-07 00:00:00,0,85,The Man in the White Suit,6.9,41,0,t,2,7,3,17,17,46,25,40,8,8,173,550.5,3.1820809248554913
5469,0,29698,tt0171685,en,Ratcatcher,2.45982,1999-11-12 00:00:00,0,94,Ratcatcher,7.5,36,0,t,3,6,4,17,3,19,6,7,,4,,,
5470,0,22244,tt0098354,en,Society,4.454846,1989-05-13 00:00:00,0,99,Society,6.6,91,0,t,10,8,7,24,20,97,102,244,98,117,727,2771.5,3.812242090784044
5471,0,19460,tt0292542,es,El hijo de la novia,3.319598,2001-08-16 00:00:00,0,123,Son of the Bride,7.3,37,0,t,9,27,12,44,16,27,3,9,,,,,
5472,0,575,tt0250258,de,Das Experiment,7.881933,2001-03-07 00:00:00,0,114,The Experiment,7.5,319,0,t,11,17,8,38,29,97,51,118,42,66,477,1643.5,3.4454926624737947
5473,70000000,10550,tt0308208,en,Ballistic: Ecks vs. Sever,9.094558,2002-09-20 00:00:00,19924033,91,Ballistic: Ecks vs. Sever,4.3,99,140000000,f,3,2,,5,4,13,14,27,7,10,,,
5474,10000000,9034,tt0280460,en,The Banger Sisters,8.992438,2002-09-20 00:00:00,0,98,The Banger Sisters,5.5,64,20000000,f,5,12,5,10,5,13,3,5,1,4,63,148.5,2.357142857142857
5475,35000000,9093,tt0240510,en,The Four Feathers,6.894153,2002-09-08 00:00:00,29882645,132,The Four Feathers,6.5,164,70000000,f,7,4,5,23,18,61,79,224,144,165,730,2934.5,4.01986301369863
5476,30000000,9039,tt0280380,en,Trapped,5.781667,2002-09-20 00:00:00,6916869,106,Trapped,5.8,140,60000000,f,87,125,71,140,83,106,40,37,6,18,713,1485.5,2.0834502103786816
5477,8000000,1958,tt0283832,fr,8 femmes,5.717082,2002-01-08 00:00:00,0,111,8 Women,6.9,197,16000000,f,17,24,10,45,43,138,168,308,141,136,1030,3793.5,3.683009708737864
5478,0,23550,tt0274497,it,Le fate ignoranti,3.83196,2001-03-16 00:00:00,215339,106,His Secret Life,7,84,0,t,103,181,104,287,233,411,173,167,20,31,1710,4296.5,2.5125730994152047
5479,0,68569,tt0245171,en,Invincible,0.685649,2001-01-01 00:00:00,0,90,Invincible,6.5,11,0,t,14,38,35,167,156,513,314,443,78,63,1821,5897.5,3.2386051619989016
5480,0,318535,tt0272730,en,The Mesmerist,0.006517,2002-03-11 00:00:00,0,95,The Mesmerist,0,0,0,t,79,118,82,215,155,286,121,135,26,27,1244,3171.5,2.54943729903537
5481,4000000,11013,tt0274812,en,Secretary,10.936827,2002-01-11 00:00:00,9304609,104,Secretary,6.8,378,8000000,t,500,596,463,1248,1219,2477,1769,1939,448,480,11139,32878.5,2.951656342580124
5482,15000000,129,tt0245429,ja,千と千尋の神隠し,41.048867,2001-07-20 00:00:00,274925095,125,Spirited Away,8.3,3968,30000000,t,32,46,16,49,15,35,12,11,3,8,227,466,2.052863436123348
5483,0,54714,tt0326306,en,The Trials of Henry Kissinger,0.299669,2002-09-29 00:00:00,0,80,The Trials of Henry Kissinger,6.3,7,0,t,4,9,6,23,30,116,121,184,62,59,614,2222.5,3.6197068403908794
5484,30000000,11529,tt0256415,en,Sweet Home Alabama,8.587129,2002-09-26 00:00:00,180622424,108,Sweet Home Alabama,6.1,408,60000000,t,3,5,1,10,4,18,18,28,8,15,110,378,3.4363636363636365
5485,0,10771,tt0290095,en,The Tuxedo,6.023213,2002-09-27 00:00:00,0,98,The Tuxedo,5.3,494,0,t,8,17,6,49,31,133,72,153,18,25,512,1674.5,3.2705078125
5486,0,38951,tt0330136,en,Charly,0.775503,2002-09-20 00:00:00,0,103,Charly,7.6,6,0,t,6,8,4,10,11,32,27,27,8,6,139,429,3.0863309352517985
5487,1800000,55018,tt0285487,en,Crazy As Hell,0.405812,2002-10-23 00:00:00,0,113,Crazy As Hell,5,4,3600000,f,3,1,2,10,4,9,1,1,,1,,,
5488,0,44635,tt0245479,en,Just a Kiss,1.739704,2002-06-15 00:00:00,0,89,Just a Kiss,0,0,0,t,3,3,,1,4,15,20,17,10,4,,,
5489,21000000,31005,tt0179098,en,Moonlight Mile,14.074906,2002-09-09 00:00:00,10011050,117,Moonlight Mile,6.4,54,42000000,f,11,15,8,38,48,137,112,279,133,110,891,3296,3.6992143658810326
5490,0,72308,tt0318068,en,Shanghai Ghetto,0.009083,2002-02-28 00:00:00,0,95,Shanghai Ghetto,0,0,0,t,2,8,3,18,11,30,7,10,2,6,97,270.5,2.788659793814433
5491,0,50123,tt0284494,en,Skins,0.914404,2002-01-14 00:00:00,249204,84,Skins,6,1,0,t,1,,,2,5,13,6,10,1,3,,,
5492,15300000,2110,tt0281364,fr,Wasabi,12.426505,2001-10-31 00:00:00,0,94,Wasabi,6.2,288,30600000,f,1,2,,10,3,15,3,2,,,,,
5493,0,15173,tt0298388,en,Jonah: A VeggieTales Movie,1.734181,2002-10-04 00:00:00,0,82,Jonah: A VeggieTales Movie,6.4,22,0,t,2,6,4,23,29,124,54,102,8,21,373,1241.5,3.3284182305630026
5494,78000000,9533,tt0289765,en,Red Dragon,2.968157,2002-09-29 00:00:00,209196298,124,Red Dragon,6.7,1142,156000000,t,1,2,2,5,,9,7,15,6,5,,,
5495,0,38866,tt0289668,en,Between Strangers,0.410523,2002-08-30 00:00:00,0,95,Between Strangers,7,2,0,t,1,4,3,15,14,29,5,5,3,4,83,232,2.7951807228915664
5496,0,4107,tt0280491,en,Bloody Sunday,7.757913,2002-01-16 00:00:00,773228,107,Bloody Sunday,7.2,54,0,t,,2,1,6,3,11,25,26,15,14,,,
5497,11000000,10575,tt0246677,en,Heaven,5.186944,2002-02-06 00:00:00,0,96,Heaven,6.8,74,22000000,f,4,8,4,33,36,138,88,121,15,25,472,1570.5,3.327330508474576
5498,0,47500,tt0164810,en,Pipe Dream,0.302487,2002-02-20 00:00:00,0,91,Pipe Dream,6.5,2,0,t,11,3,3,9,11,46,59,151,114,125,532,2145,4.0319548872180455
5499,0,15720,tt0265307,en,The Man from Elysian Fields,5.071803,2001-09-13 00:00:00,0,106,The Man from Elysian Fields,5.9,14,0,t,7,5,2,41,37,89,51,96,12,16,356,1149.5,3.228932584269663
5500,1200000,9260,tt0271259,en,Welcome to Collinwood,3.031934,2002-05-24 00:00:00,0,86,Welcome to Collinwood,6.2,50,2400000,f,24,34,40,146,169,524,509,840,320,278,2884,10364,3.593619972260749
5501,0,21828,tt0101898,en,Flirting,2.076971,1991-03-20 00:00:00,2415396,99,Flirting,6.4,22,0,t,180,170,92,137,81,99,49,38,14,12,872,1618,1.8555045871559632
5502,0,1682,tt0058379,ja,Mosura tai Gojira,2.967672,1964-04-29 00:00:00,0,89,Mothra vs. Godzilla,6.4,38,0,t,322,430,392,1088,1333,2779,2391,3080,891,898,13604,44212.5,3.249963246104087
5503,150000,39462,tt0064373,ja,Gojira-Minira-Gabara: Oru kaijû daishingeki,1.334439,1969-12-20 00:00:00,0,70,Godzilla's Revenge,4.4,18,300000,f,3,5,,7,14,33,38,31,7,9,,,
5504,650000,18983,tt0197521,en,"Godzilla, King of the Monsters!",8.07532,1956-04-27 00:00:00,0,80,"Godzilla, King of the Monsters!",6.8,45,1300000,f,194,197,112,226,189,352,187,166,36,36,1695,4103,2.4206489675516223
5505,0,41971,tt0095649,en,The Moderns,0.928494,1988-04-15 00:00:00,0,126,The Moderns,5.6,6,0,t,41,76,58,178,188,596,461,750,167,157,2672,8947.5,3.348615269461078
5506,0,33831,tt0079668,en,The Onion Field,9.637341,1979-09-09 00:00:00,0,122,The Onion Field,6.2,29,0,t,9,38,20,128,123,378,190,207,17,29,1139,3484.5,3.059262510974539
5507,2500000,24348,tt0095895,en,Powaqqatsi,2.726061,1988-04-29 00:00:00,589244,99,Powaqqatsi,7.4,37,5000000,f,317,417,337,738,700,1378,849,830,221,239,6026,16922,2.8081646199800865
5508,0,19140,tt0035211,en,The Pride of the Yankees,2.40977,1942-07-14 00:00:00,0,128,The Pride of the Yankees,7.1,37,0,t,12,32,17,83,82,271,312,486,175,146,1616,5801,3.589727722772277
5509,0,82545,tt0103069,en,Texasville,0.370342,1990-09-28 00:00:00,0,123,Texasville,5.2,9,0,t,9,13,,16,6,38,16,21,4,9,,,
5510,33000000,37606,tt0098575,en,Valmont,8.40852,1989-11-17 00:00:00,1132112,137,Valmont,6.7,50,66000000,f,1,8,2,7,3,12,3,5,,,,,
5511,0,34600,tt0119068,en,Ernest Goes to Africa,0.506874,1997-01-01 00:00:00,0,90,Ernest Goes to Africa,3.5,8,0,t,3,3,,11,5,4,,4,,1,,,
5512,0,39128,tt0129908,en,Ernest In The Army,1.08121,1998-02-24 00:00:00,0,85,Ernest In The Army,3.3,7,0,t,2,4,2,8,5,15,10,12,2,1,61,178.5,2.9262295081967213
5513,226188,11868,tt0051554,en,Horror of Dracula,8.355326,1958-05-08 00:00:00,0,82,Horror of Dracula,7.2,124,452376,f,9,25,5,26,12,29,7,11,3,7,134,323,2.41044776119403
5514,0,12921,tt0086373,en,Strange Brew,2.954184,1983-08-26 00:00:00,0,90,Strange Brew,6.2,53,0,t,3,4,,3,1,3,3,9,1,,,,
5515,0,19953,tt0058230,en,The Incredible Mr. Limpet,3.37816,1964-03-28 00:00:00,0,99,The Incredible Mr. Limpet,6.4,38,0,t,4,12,6,20,16,42,42,105,87,85,419,1612.5,3.8484486873508352
5516,130000,53049,tt0103977,en,Claire of the Moon,0.59091,1992-09-18 00:00:00,799674,105,Claire of the Moon,5.2,6,260000,t,2,7,2,11,10,55,69,106,45,38,345,1281,3.7130434782608694
5517,0,10772,tt0060315,it,Django,4.891638,1966-04-05 00:00:00,17277,93,Django,7.1,156,0,t,2,4,,14,4,13,20,14,3,2,,,
5518,0,77079,tt0093113,it,Django 2: il grande ritorno,0.540326,1987-10-22 00:00:00,0,96,Django Strikes Again,4.6,4,0,t,2,4,1,1,,9,2,12,6,7,,,
5519,0,74899,tt0082362,en,The Fan,0.519465,1981-05-15 00:00:00,0,95,The Fan,7.3,7,0,t,1,6,1,13,6,16,4,4,,1,,,
5520,0,120694,tt0273607,en,Festival in Cannes,0.295987,2001-11-03 00:00:00,299171,100,Festival in Cannes,0,0,0,t,2,1,,3,4,8,4,6,2,1,,,
5521,0,12719,tt0099581,en,Flashback,2.115753,1990-02-02 00:00:00,6488144,108,Flashback,6.6,24,0,t,2,16,7,56,31,82,27,42,2,5,270,759.5,2.812962962962963
5522,0,25001,tt0084049,en,Hanky Panky,8.240643,1982-06-04 00:00:00,0,110,Hanky Panky,6,13,0,t,17,34,18,103,93,246,167,197,44,43,962,3031.5,3.151247401247401
5523,0,43438,tt0042898,en,The Rocking Horse Winner,0.486514,1949-11-30 00:00:00,0,91,The Rocking Horse Winner,5.9,4,0,t,129,139,56,134,106,127,56,41,3,10,801,1625,2.0287141073657926
5524,0,3092,tt0058557,en,Seance on a Wet Afternoon,2.459915,1964-06-19 00:00:00,0,111,Seance on a Wet Afternoon,7,29,0,t,33,94,67,204,181,415,209,244,46,69,1562,4576,2.9295774647887325
5525,0,4989,tt0070680,en,Shamus,0.674968,1973-01-31 00:00:00,0,106,Shamus,7.6,5,0,t,6,7,5,18,17,77,98,268,97,98,691,2668.5,3.861794500723589
5526,0,15313,tt0120536,en,The Wrong Guy,0.664949,1997-08-01 00:00:00,0,92,The Wrong Guy,7.6,10,0,t,1,4,5,13,11,35,61,75,29,15,249,889.5,3.572289156626506
5527,0,12590,tt0276816,en,Below,11.19785,2002-10-11 00:00:00,605562,105,Below,6,122,0,t,4,18,7,54,51,170,94,193,28,37,656,2188,3.3353658536585367
5528,8000000,37964,tt0297037,en,Brown Sugar,3.142874,2002-10-05 00:00:00,27362712,109,Brown Sugar,7,31,16000000,t,75,121,140,365,486,1274,1221,1423,345,213,5663,18718.5,3.3054034963800105
5529,15000000,7501,tt0211465,en,Knockaround Guys,6.557426,2001-09-07 00:00:00,12000000,92,Knockaround Guys,5.9,99,30000000,f,20,67,28,94,63,123,49,48,12,4,508,1271,2.501968503937008
5530,4000000,1809,tt0292644,en,The Rules of Attraction,6.781935,2002-10-11 00:00:00,0,110,The Rules of Attraction,6.3,170,8000000,f,55,98,78,223,236,424,211,229,40,45,1639,4610,2.8126906650396584
5531,15000000,13768,tt0283084,en,Tuck Everlasting,5.951492,2002-10-11 00:00:00,19158074,90,Tuck Everlasting,6.4,133,30000000,f,4,10,9,34,30,68,30,30,5,7,227,655,2.8854625550660793
5532,0,10994,tt0283139,en,White Oleander,13.75498,2002-10-11 00:00:00,0,109,White Oleander,7.2,111,0,t,6,13,6,23,11,36,20,18,3,4,140,382,2.7285714285714286
5533,4000000,1430,tt0310793,en,Bowling for Columbine,11.393859,2002-10-09 00:00:00,35564473,120,Bowling for Columbine,7.3,467,8000000,t,,,,1,1,3,,1,1,,,,
5534,0,19973,tt0328962,en,Comedian,7.938629,2002-10-25 00:00:00,2744253,82,Comedian,6.8,21,0,t,3,3,1,4,,12,4,7,2,,,,
5535,0,40815,tt0118756,fr,Le Bossu,2.264968,1997-12-03 00:00:00,0,128,On Guard,6.5,38,0,t,2,4,1,1,2,6,3,7,1,1,28,79.5,2.8392857142857144
5536,0,12600,tt0287635,ja,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,7.072301,2001-07-06 00:00:00,28023563,75,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,82,0,t,,,1,3,2,4,1,3,,2,,,
5537,25000000,8051,tt0272338,en,Punch-Drunk Love,6.753969,2002-10-25 00:00:00,17000000,95,Punch-Drunk Love,6.9,542,50000000,f,3,1,1,3,2,15,3,7,2,2,39,117.5,3.0128205128205128
5538,0,70443,tt0269461,fr,Laissez-passer,0.47396,2002-01-09 00:00:00,0,170,Safe Conduct,5.4,5,0,t,37,49,29,66,43,104,23,34,5,12,402,961.5,2.3917910447761193
5539,10000000,12779,tt0291502,en,Swept Away,3.492576,2002-10-11 00:00:00,598645,89,Swept Away,4.8,52,20000000,f,37,33,17,27,14,32,10,15,5,7,197,414.5,2.1040609137055837
5540,0,146269,tt0186719,en,The Young Unknowns,0.001677,2000-03-12 00:00:00,0,87,The Young Unknowns,0,0,0,t,23,42,49,148,136,475,309,459,102,94,1837,6034.5,3.284975503538378
5541,25000000,15992,tt0267248,en,Abandon,3.485213,2002-10-14 00:00:00,10719357,99,Abandon,4.6,45,50000000,f,43,99,68,303,270,847,662,766,185,157,3400,11043,3.2479411764705883
5542,28,1613,tt0227984,en,The 51st State,6.368323,2001-12-07 00:00:00,14,93,The 51st State,5.9,173,56,f,5,9,3,7,8,11,13,5,1,2,64,163,2.546875
5543,48000000,565,tt0298130,en,The Ring,13.740965,2002-10-18 00:00:00,249348933,115,The Ring,6.5,1720,96000000,t,25,32,13,44,22,27,9,11,2,2,187,382.5,2.0454545454545454
5544,7000000,14112,tt0298744,en,Auto Focus,7.936578,2002-10-18 00:00:00,2062066,104,Auto Focus,6.1,56,14000000,f,1,9,5,35,40,191,156,284,88,56,865,3118,3.6046242774566473
5545,0,41324,tt0292508,en,Fidel: The Untold Story,0.702597,2001-08-02 00:00:00,0,91,Fidel: The Untold Story,7.1,9,0,t,5,10,1,7,3,4,2,2,,,,,
5546,0,15192,tt0252480,en,The Grey Zone,3.166163,2001-09-13 00:00:00,0,108,The Grey Zone,6.3,49,0,t,23,36,15,39,13,28,13,6,1,2,176,348.5,1.9801136363636365
5547,0,49872,tt0293832,en,Hansel & Gretel,2.186679,2002-10-16 00:00:00,100477,89,Hansel & Gretel,5.9,12,0,t,,2,,7,2,5,1,,,,,,
5548,3000000,21925,tt0145937,en,Naqoyqatsi,2.850011,2002-09-02 00:00:00,13308,89,Naqoyqatsi,6.1,37,6000000,f,9,30,17,136,91,304,129,178,15,26,935,2832.5,3.0294117647058822
5549,0,30309,tt0296166,en,Real Women Have Curves,2.363243,2002-01-01 00:00:00,0,86,Real Women Have Curves,5.9,20,0,t,2,3,,7,9,17,10,8,4,,,,
5550,0,16646,tt0318034,ru,Russkiy Kovcheg,8.815485,2002-05-22 00:00:00,6723732,99,Russian Ark,7.2,102,0,t,7,10,4,31,21,42,8,14,2,4,143,373,2.6083916083916083
5551,0,37288,tt0296658,ko,고양이를 부탁해,0.848101,2001-10-13 00:00:00,0,112,Take Care of My Cat,7.2,12,0,t,3,7,,8,4,11,4,2,1,1,,,
5552,0,20861,tt0212604,en,Tully,1.076999,2000-01-01 00:00:00,0,102,Tully,6.4,6,0,t,4,7,1,7,10,35,12,23,3,2,104,312,3
5553,48000000,12647,tt0101453,en,Billy Bathgate,3.846331,1991-11-01 00:00:00,0,106,Billy Bathgate,5.7,59,96000000,f,7,28,18,106,95,363,180,220,26,19,1062,3319,3.1252354048964217
5554,3700000,12477,tt0095327,ja,火垂るの墓,0.010902,1988-04-16 00:00:00,0,89,Grave of the Fireflies,8.2,974,7400000,f,,2,1,9,4,7,1,2,,,,,
5555,3000000,10285,tt0107254,en,Jason Goes to Hell: The Final Friday,9.223325,1993-08-13 00:00:00,15938065,87,Jason Goes to Hell: The Final Friday,4.2,197,6000000,t,4,10,7,27,38,98,40,62,5,7,298,911,3.057046979865772
5556,0,19403,tt0068931,en,The Mechanic,5.266983,1972-10-06 00:00:00,0,100,The Mechanic,6.8,69,0,t,113,145,73,129,63,76,33,32,7,6,677,1259.5,1.8604135893648448
5557,3500000,11009,tt0076666,en,Saturday Night Fever,13.657204,1977-12-16 00:00:00,237113184,118,Saturday Night Fever,6.5,383,7000000,t,9,7,8,14,9,17,14,3,3,,,,
5558,22000000,10805,tt0086361,en,Staying Alive,4.860672,1983-07-11 00:00:00,64892670,93,Staying Alive,4.7,93,44000000,t,1,1,3,2,5,2,1,2,1,,,,
5559,0,40064,tt0075334,en,To the Devil a Daughter,2.130583,1976-03-04 00:00:00,0,95,To the Devil a Daughter,6,26,0,t,1,7,,7,4,21,8,6,,3,,,
5560,0,17496,tt0081696,en,Urban Cowboy,4.566587,1980-06-06 00:00:00,0,132,Urban Cowboy,5.7,61,0,t,2,15,,7,7,21,19,59,26,26,,,
